id,image,main_image
1,1_8_001.png,True
2,1_8_002.png,True
3,1_8_003.png,True
4,1_8_004.png,True
5,1_8_005.png,True
6,1_8_006.png,True
7,1_8_007.png,True
8,1_8_008.png,True
9,1_8_009.png,True
10,1_8_010.png,True
11,1_8_011.png,True
12,1_8_012.png,True
13,1_8_013.png,True
14,1_8_014.png,True
15,1_8_015.png,True
16,1_8_016.png,True
17,1_8_017.png,True
18,1_8_018.png,True
19,1_8_019.png,True
20,1_8_020.png,True
21,1_8_021.png,True
22,1_8_022.png,True
23,1_8_023.png,True
24,1_8_024.png,True
25,1_8_025.png,True
26,1_8_026.png,True
27,1_8_027.png,True
28,1_8_028.png,True
29,1_8_029.png,True
30,1_8_030.png,True
31,1_8_031.png,True
32,1_8_032.png,True
33,4_8_001.png,True
34,4_8_002.png,True
35,4_8_003.png,True
36,4_8_004.png,True
37,4_8_005.png,True
38,4_8_006.png,True
39,4_8_007.png,True
40,4_8_008.png,True
41,4_8_009.png,True
42,4_8_010.png,True
43,4_8_011.png,True
44,4_8_012.png,True
45,4_8_013.png,True
46,4_8_014.png,True
47,4_8_015.png,True
48,4_8_016.png,True
49,4_8_017.png,True
50,4_8_018.png,True
51,4_8_019.png,True
52,0_8_001.png,True
53,0_8_002.png,True
54,0_8_003.png,True
55,0_8_004.png,True
56,0_8_005.png,True
57,0_8_006.png,True
58,0_8_007.png,True
59,0_8_008.png,True
60,0_8_009.png,True
61,0_8_010.png,True
62,0_8_011.png,True
63,0_8_012.png,True
64,0_8_013.png,True
65,0_8_014.png,True
66,0_8_015.png,True
67,0_8_016.png,True
68,0_8_017.png,True
69,0_8_018.png,True
70,0_8_019.png,True
71,0_8_020.png,True
72,0_8_021.png,True
73,0_8_022.png,True
74,0_8_023.png,True
75,0_8_024.png,True
76,0_8_025.png,True
77,0_8_026.png,True
78,0_8_027.png,True
79,0_8_028.png,True
80,0_8_029.png,True
81,2_8_001.png,True
82,2_8_002.png,True
83,2_8_003.png,True
84,2_8_004.png,True
85,2_8_005.png,True
86,2_8_006.png,True
87,2_8_007.png,True
88,2_8_008.png,True
89,2_8_009.png,True
90,2_8_010.png,True
91,2_8_011.png,True
92,2_8_012.png,True
93,2_8_013.png,True
94,2_8_014.png,True
95,2_8_015.png,True
96,2_8_016.png,True
97,2_8_017.png,True
98,2_8_018.png,True
99,3_8_001.png,True
100,3_8_002.png,True
101,3_8_003.png,True
102,3_8_004.png,True
103,3_8_005.png,True
104,3_8_006.png,True
105,3_8_007.png,True
106,3_8_008.png,True
107,3_8_009.png,True
108,3_8_010.png,True
