,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
82,0.9999999,0.5908729,0.6297704,0.75946736,0.6488692,0.15297964,0.2917209,0.29203415,0.17243777,0.21131565,0.27911162,0.24528517,0.24809614,0.23137242,0.2424233,0.23652121,0.2848016,0.22027759,0.31679142,0.14085463,0.2950446,0.2100328,0.23805541,0.23865801,0.20214286,0.23191008,0.29731828,0.1198827,0.26915568,0.5080111,0.35730004,0.42961538,0.282413,0.28871208,0.2626835,0.4331916,0.45153874,0.2255197,0.2597636,0.16050804,0.16917899,0.20876145,0.28437844,0.17894363,0.21094888,0.14078714,0.23862962,0.19003813,0.2426284,0.19154862,0.11131629,0.2137318,0.16220963,0.26314604,0.23493701,0.2521898,0.27625698,0.283785,0.2841437,0.2513146,0.10012103,0.10535993,0.12236622,0.33506122,0.21976131,0.12487902,0.15622865,0.073549494,0.28476313,0.34587717,0.3043431,0.30355957,0.28840435,0.21808875,0.26706183,0.2487683,0.18701658,0.20680045,0.22403243,0.21053188,0.19310308
83,0.5908729,0.9999999,0.64229655,0.6195898,0.57274663,0.19255051,0.30836636,0.29265875,0.2533477,0.18437037,0.29795536,0.24634513,0.21978879,0.2271738,0.24650182,0.29752564,0.20403865,0.26861414,0.29107133,0.19478312,0.32174402,0.31819895,0.33519536,0.25064307,0.27748278,0.25997192,0.3259451,0.15063632,0.20961103,0.4086181,0.236496,0.3956133,0.17547427,0.21459094,0.24956903,0.38318694,0.25340435,0.15237908,0.11529475,0.09494828,0.043062627,0.1170969,0.1905818,0.11272377,0.16416836,0.15844408,0.24241221,0.089849934,0.13075054,0.20881602,0.15633842,0.2125422,0.16217679,0.18276173,0.14390415,0.17230326,0.18655825,0.18459149,0.20973529,0.16374318,0.14022553,0.1896785,0.22520399,0.22622699,0.1931304,0.20261045,0.12737028,0.17781949,0.2821831,0.24871776,0.29883766,0.2587412,0.28475106,0.18375704,0.29083169,0.26119775,0.17999603,0.21676007,0.27377385,0.16171864,0.20541683
84,0.6297704,0.64229655,1.0,0.71916974,0.62181866,0.17790647,0.30369174,0.25720042,0.23745705,0.23648427,0.33221194,0.27381337,0.27162224,0.26679623,0.29439175,0.21534541,0.2733322,0.25719738,0.3599214,0.22738248,0.33218154,0.23317787,0.32815468,0.24483007,0.22699255,0.2280115,0.38716024,0.109430745,0.24539271,0.50738555,0.36456034,0.4594279,0.30231053,0.3223366,0.3576165,0.45937964,0.32520732,0.19542462,0.26161462,0.12670088,0.09629893,0.17510226,0.18426576,0.13095419,0.1495467,0.18147053,0.20348293,0.13359833,0.19380042,0.23529321,0.18559039,0.2358737,0.20285976,0.28329802,0.16624647,0.27330473,0.25198042,0.3111517,0.30259046,0.2448981,0.16966489,0.14739135,0.17526123,0.29086596,0.2454187,0.09412874,0.21818194,0.17166,0.3307888,0.35169712,0.38918614,0.38188753,0.18215692,0.079065934,0.25462896,0.30945346,0.21979547,0.18541235,0.2406047,0.22430176,0.18318003
85,0.75946736,0.6195898,0.71916974,0.9999995,0.60429895,0.1650644,0.3225497,0.26957977,0.27684736,0.26621783,0.34288278,0.27348074,0.28111172,0.24286482,0.31260684,0.22584009,0.33187664,0.23406775,0.4142919,0.21163252,0.26481277,0.2309007,0.2590923,0.2624736,0.26544103,0.27193397,0.5126093,0.18084617,0.24973878,0.48313093,0.3128839,0.41109416,0.23004216,0.40829384,0.414483,0.43107074,0.31224716,0.17197108,0.2192136,0.16117695,0.1854336,0.21439958,0.21281989,0.17029929,0.14906123,0.14239943,0.22503191,0.1910768,0.27050966,0.19609395,0.15869498,0.20933197,0.17271882,0.28144562,0.19371873,0.20862389,0.27267888,0.29459965,0.2932281,0.25031185,0.19753207,0.11406495,0.15236053,0.2818515,0.22340488,0.13576354,0.24381031,0.11100553,0.30974782,0.36638355,0.47943613,0.33533186,0.26573646,0.19345152,0.28699398,0.4220966,0.22381467,0.26003212,0.2315542,0.24859801,0.2020053
86,0.6488692,0.57274663,0.62181866,0.60429895,0.9999999,0.14400548,0.25850222,0.27806786,0.22175942,0.24819332,0.28306103,0.28702056,0.257424,0.28485066,0.2908851,0.2812183,0.2698493,0.27138054,0.3604015,0.19244117,0.4188447,0.35991752,0.3563286,0.25401703,0.29216164,0.34649485,0.31998098,0.18056925,0.1669525,0.4216874,0.32268178,0.3775026,0.25861374,0.25588772,0.24316807,0.44681513,0.38269234,0.2741657,0.32249627,0.02920162,0.06391524,0.09543371,0.21119273,0.046965405,0.1243432,0.19557983,0.16870977,0.08748069,0.16791874,0.189064,0.17847356,0.15165174,0.113228045,0.22853413,0.14385696,0.2478958,0.24486867,0.20970853,0.28020543,0.21913671,0.16983737,0.14921592,0.20111197,0.30767858,0.18151392,0.1758405,0.16003929,0.21110025,0.26275483,0.34124082,0.298481,0.27723527,0.2711584,0.1640877,0.32243675,0.27983695,0.13972385,0.23220591,0.2438602,0.18279907,0.14758715
87,0.15297964,0.19255051,0.17790647,0.1650644,0.14400548,0.99999964,0.44196892,0.34405488,0.3433876,0.27477172,0.46300238,0.44446635,0.3446838,0.3653834,0.32166153,0.40740255,0.26071674,0.45169386,0.31944507,0.31346536,0.1791695,0.19448909,0.21757449,0.39462546,0.32677606,0.31994626,0.33761013,0.2649275,0.29769337,0.16503912,0.27210432,0.14417256,0.21296239,0.21415809,0.23377866,0.19576824,0.3077311,0.35419524,0.19316441,0.22237432,0.16602033,0.21584907,0.315488,0.21008387,0.2705326,0.28456223,0.37646937,0.2875409,0.3281889,0.18228202,0.21318202,0.33915985,0.31139958,0.27430207,0.28081724,0.30053335,0.23417468,0.2067107,0.23716426,0.2964093,0.36889645,0.186967,0.34525028,0.33887625,0.3269217,0.24346747,0.1751953,0.29608354,0.2839643,0.25126612,0.25273257,0.27661616,0.26683837,0.2538177,0.3488156,0.20909503,0.29166597,0.38204926,0.36272186,0.31050345,0.37980366
88,0.2917209,0.30836636,0.30369174,0.3225497,0.25850222,0.44196892,1.0,0.42256793,0.48574722,0.39479926,0.48446843,0.39678043,0.31634605,0.33722666,0.3853914,0.3839768,0.53830117,0.49827957,0.4467929,0.43884093,0.21443464,0.29063022,0.25344008,0.51614076,0.3339287,0.36042756,0.41616994,0.35920584,0.15158184,0.34952307,0.4047497,0.3170039,0.3595304,0.3376848,0.34710783,0.34492218,0.3269993,0.34493476,0.25459066,0.09054527,0.09480864,0.13358122,0.101210624,0.13088804,0.102082685,0.26390135,0.25948375,0.11434673,0.18885718,0.0703844,0.10145892,0.16211542,0.102982074,0.20383525,0.14293537,0.20032495,0.23768693,0.2517493,0.26700374,0.23653978,0.34895754,0.18004617,0.38746256,0.3400456,0.37684444,0.33633414,0.35320204,0.27650312,0.2634386,0.35796124,0.34290677,0.37112164,0.37568295,0.36446095,0.40810168,0.25505516,0.3185248,0.2944956,0.30137232,0.40189537,0.3956728
89,0.29203415,0.29265875,0.25720042,0.26957977,0.27806786,0.34405488,0.42256793,0.9999999,0.35416237,0.283964,0.5569159,0.45087528,0.40964472,0.46242374,0.43420964,0.45817667,0.4040411,0.452102,0.39245194,0.38277715,0.24511486,0.19809294,0.3019815,0.46955872,0.33763787,0.39200383,0.44212717,0.22903547,0.2125086,0.21845758,0.22599751,0.22127403,0.23447202,0.28233045,0.276807,0.23847836,0.35839927,0.22890449,0.22851256,0.096036345,0.048608284,0.09586184,0.14050022,0.10951045,0.12238404,0.19220833,0.29753876,0.1757802,0.21328044,0.20239857,0.12922052,0.1292366,0.072503865,0.2503347,0.17445743,0.23273197,0.24253646,0.26621106,0.27046496,0.17126179,0.34127522,0.06074133,0.3756646,0.3505441,0.3733165,0.19718802,0.32066068,0.24875388,0.17084695,0.23013097,0.20638117,0.1740331,0.27902234,0.26894543,0.37170112,0.28092244,0.19070163,0.17527999,0.25713027,0.2477299,0.29106766
90,0.17243777,0.2533477,0.23745705,0.27684736,0.22175942,0.3433876,0.48574722,0.35416237,0.9999995,0.6785556,0.4516087,0.33257675,0.3190108,0.3374916,0.37190026,0.37077123,0.4933878,0.44574082,0.3564072,0.49226928,0.1856372,0.24614123,0.16690265,0.46153134,0.38130042,0.38321346,0.4729827,0.4128654,0.2732188,0.2397116,0.28816682,0.24688327,0.26328865,0.3214851,0.31950366,0.27224004,0.28353262,0.3036419,0.24940465,0.0725249,0.023315325,0.08523475,0.13298507,0.111549236,0.14790472,0.36801273,0.18143621,0.20456165,0.27017665,0.20307395,0.1717597,0.15482514,0.12942585,0.21033764,0.2051866,0.24459365,0.19512694,0.2683513,0.2274769,0.38620728,0.3206846,0.11546844,0.3474263,0.26480126,0.3448565,0.4088316,0.5010799,0.3502735,0.22901563,0.31133696,0.27858612,0.27977052,0.338457,0.29978794,0.38862336,0.2206752,0.17709543,0.24303436,0.19823712,0.41227603,0.33679527
